Start Time,End Time,Lifestyle Category,Campaign Id,Campaign Name,Campaign Active Status,Amount Spent,Result,Result Type,Cost Per Result,Cost Per Result Type,Paid Impressions,Paid eCPM,Swipe Ups,eCPSU
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Console & Pc Gamers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.74,10,swipes,0.17,ECPSU,1625,1.07,10,0.17
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Green Living Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.64,35,swipes,0.08,ECPSU,2019,1.31,35,0.08
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Hipsters & Trendsetters,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.37,16,swipes,0.09,ECPSU,1268,1.08,16,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Home Decoristas,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,9.43,98,swipes,0.1,ECPSU,8030,1.17,98,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Investors & Entrepreneurs,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,14.92,130,swipes,0.11,ECPSU,11700,1.28,130,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Math & Science Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.2,32,swipes,0.1,ECPSU,2043,1.57,32,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Men's Lifestyle,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,11.17,92,swipes,0.12,ECPSU,10215,1.09,92,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Sharp-dressed Men,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,8.36,65,swipes,0.13,ECPSU,7596,1.1,65,0.13
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,19.77,164,swipes,0.12,ECPSU,19004,1.04,164,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Concert & Festival Goers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.49,41,swipes,0.11,ECPSU,4031,1.11,41,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Country Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.37,0,swipes,0.0,ECPSU,273,1.35,0,0.0
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Dance & Electronic Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.55,28,swipes,0.09,ECPSU,2296,1.11,28,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Indie & Alternative Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.81,9,swipes,0.09,ECPSU,929,0.87,9,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Pop Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.67,66,swipes,0.12,ECPSU,6289,1.22,66,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Punk & Metal Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.24,2,swipes,0.12,ECPSU,190,1.24,2,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Rock Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.27,2,swipes,0.13,ECPSU,250,1.07,2,0.13
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Hip-hop Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.11,24,swipes,0.09,ECPSU,2115,1.0,24,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,News Watchers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,16.61,148,swipes,0.11,ECPSU,12964,1.28,148,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Business News Watchers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.72,66,swipes,0.12,ECPSU,6701,1.15,66,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Celebrity News Watchers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,9.83,98,swipes,0.1,ECPSU,6153,1.6,98,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Political News Watchers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,6.54,57,swipes,0.11,ECPSU,5042,1.3,57,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Outdoor & Nature Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.05,28,swipes,0.11,ECPSU,2583,1.18,28,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Parents & Family-focused,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.88,32,swipes,0.15,ECPSU,4397,1.11,32,0.15
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Pet & Animal Lovers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.87,42,swipes,0.12,ECPSU,4244,1.15,42,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Philanthropists,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.71,28,swipes,0.1,ECPSU,1922,1.41,28,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Photographers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.19,15,swipes,0.15,ECPSU,1967,1.11,15,0.15
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,25.62,238,swipes,0.11,ECPSU,23912,1.07,238,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Big Box Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.88,31,swipes,0.09,ECPSU,3080,0.94,31,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Department Store Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.59,26,swipes,0.1,ECPSU,2707,0.96,26,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Luxury Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.52,18,swipes,0.08,ECPSU,1109,1.37,18,0.08
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Online Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.0,8,swipes,0.12,ECPSU,706,1.41,8,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Toy Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.51,36,swipes,0.1,ECPSU,3257,1.08,36,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Sports Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,13.06,120,swipes,0.11,ECPSU,11453,1.14,120,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,College Basketball Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.22,0,swipes,0.0,ECPSU,204,1.07,0,0.0
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,American Football Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.52,6,swipes,0.09,ECPSU,504,1.03,6,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Baseball Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.42,3,swipes,0.14,ECPSU,398,1.04,3,0.14
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Basketball Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.41,8,swipes,0.18,ECPSU,1453,0.97,8,0.18
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,College Football Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.18,0,swipes,0.0,ECPSU,163,1.09,0,0.0
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Fight & Wrestling Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.82,8,swipes,0.23,ECPSU,1597,1.14,8,0.23
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Golfers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.34,2,swipes,0.17,ECPSU,330,1.04,2,0.17
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Hockey Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.53,4,swipes,0.13,ECPSU,554,0.96,4,0.13
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Motor Sports Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.25,38,swipes,0.14,ECPSU,4489,1.17,38,0.14
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Olympics Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.58,4,swipes,0.15,ECPSU,457,1.28,4,0.15
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Snow Sport Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.36,1,swipes,0.36,ECPSU,324,1.11,1,0.36
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Teen & Young Adult Genre Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.84,17,swipes,0.11,ECPSU,1402,1.31,17,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Burger Lovers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.96,43,swipes,0.12,ECPSU,5347,0.93,43,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Coffee Lovers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.22,62,swipes,0.12,ECPSU,7221,1.0,62,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Pizza Lovers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.38,26,swipes,0.13,ECPSU,3851,0.88,26,0.13
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Shopping Mall Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.88,29,swipes,0.1,ECPSU,3103,0.93,29,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Casino Visitors,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.3,1,swipes,0.3,ECPSU,234,1.29,1,0.3
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Theme Park Visitors,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.86,11,swipes,0.08,ECPSU,756,1.14,11,0.08
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Soccer Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.64,46,swipes,0.1,ECPSU,4065,1.14,46,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Sneakerheads,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.22,58,swipes,0.12,ECPSU,6494,1.11,58,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Street Sport Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.75,6,swipes,0.13,ECPSU,653,1.16,6,0.13
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Energy Drink Consumers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.31,3,swipes,0.1,ECPSU,248,1.23,3,0.1
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Tennis & Racquet Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.48,4,swipes,0.12,ECPSU,425,1.13,4,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Soft Drink Consumers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.52,21,swipes,0.12,ECPSU,2175,1.16,21,0.12
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Water Sport Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.28,2,swipes,0.14,ECPSU,222,1.24,2,0.14
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Techies & Gadget Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.08,47,swipes,0.11,ECPSU,4472,1.14,47,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Travel Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,25.16,227,swipes,0.11,ECPSU,23338,1.08,227,0.11
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Family Travelers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.37,48,swipes,0.09,ECPSU,3389,1.29,48,0.09
2021-08-03 00:00:00 AST,2021-08-04 00:00:00 AST,Frequent Travelers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.49,32,swipes,0.11,ECPSU,3762,0.93,32,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Women's Lifestyle,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,15.79,143,swipes,0.11,ECPSU,12357,1.28,143,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Automotive Shoppers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.51,36,swipes,0.1,ECPSU,2364,1.48,36,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Social Drinkers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.36,2,swipes,0.18,ECPSU,192,1.86,2,0.18
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Beer Drinkers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.35,2,swipes,0.18,ECPSU,222,1.59,2,0.18
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Wine Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.36,4,swipes,0.09,ECPSU,208,1.75,4,0.09
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Liquor & Spirits Drinkers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.37,0,swipes,0.0,ECPSU,222,1.65,0,0.0
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Fun Trivia & Quiz Fanatics,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,6.86,54,swipes,0.13,ECPSU,3964,1.73,54,0.13
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Meme Watchers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.2,63,swipes,0.08,ECPSU,3834,1.36,63,0.08
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Chat Fiction Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.85,3,swipes,0.28,ECPSU,499,1.71,3,0.28
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,High Schoolers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.0,0,swipes,0.0,ECPSU,0,0.0,0,0.0
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Advocates & Activists,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.34,57,swipes,0.09,ECPSU,3692,1.45,57,0.09
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Wellness & Healthy Lifestyle,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,8.64,72,swipes,0.12,ECPSU,6645,1.3,72,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,New Phone Seekers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,12.8,111,swipes,0.12,ECPSU,9983,1.28,111,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Latin Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.46,4,swipes,0.12,ECPSU,265,1.74,4,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Esports Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.36,33,swipes,0.1,ECPSU,1833,1.83,33,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Soul & R&b Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.31,5,swipes,0.06,ECPSU,183,1.71,5,0.06
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,World Music Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,8.4,71,swipes,0.12,ECPSU,7831,1.07,71,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Cricket Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.42,5,swipes,0.08,ECPSU,264,1.61,5,0.08
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Crime & Mystery Genre Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.81,15,swipes,0.12,ECPSU,958,1.89,15,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Indie & Foreign Film Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.74,50,swipes,0.09,ECPSU,3591,1.32,50,0.09
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Comics & Animation Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.32,11,swipes,0.12,ECPSU,703,1.87,11,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Talent & Competition Show Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.34,34,swipes,0.1,ECPSU,2083,1.6,34,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Do-it-yourselfers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.06,41,swipes,0.07,ECPSU,1816,1.68,41,0.07
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Talk Show Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,6.37,66,swipes,0.1,ECPSU,3680,1.73,66,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Fashion & Style Gurus,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,18.42,162,swipes,0.11,ECPSU,15124,1.22,162,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Film & Tv Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,19.53,171,swipes,0.11,ECPSU,13918,1.4,171,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Action & Thriller Genre Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.93,47,swipes,0.13,ECPSU,3779,1.57,47,0.13
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Comedy Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,6.64,58,swipes,0.11,ECPSU,4701,1.41,58,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Cordcutters,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.37,11,swipes,0.12,ECPSU,1131,1.21,11,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Drama Genre Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,3.44,23,swipes,0.15,ECPSU,1835,1.88,23,0.15
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Family Genre Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.79,17,swipes,0.11,ECPSU,1134,1.58,17,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Horror Genre Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.34,18,swipes,0.07,ECPSU,860,1.56,18,0.07
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Adventure Seekers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,10.85,99,swipes,0.11,ECPSU,7155,1.52,99,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Arts & Culture Mavens,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.38,45,swipes,0.1,ECPSU,3087,1.42,45,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Automotive Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,10.58,107,swipes,0.1,ECPSU,8013,1.32,107,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Beachgoers & Surfers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.46,33,swipes,0.14,ECPSU,3698,1.21,33,0.14
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Beauty Mavens,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,15.13,131,swipes,0.12,ECPSU,12341,1.23,131,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Bookworms & Avid Readers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.07,12,swipes,0.09,ECPSU,809,1.32,12,0.09
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Clubbers & Party People,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.63,48,swipes,0.12,ECPSU,4906,1.15,48,0.12
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Collegiates,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,0.91,10,swipes,0.09,ECPSU,938,0.97,10,0.09
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Movie Theater Goers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.46,68,swipes,0.11,ECPSU,5408,1.38,68,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Reality Tv Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.7,39,swipes,0.07,ECPSU,2208,1.22,39,0.07
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Romance & Rom-com Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.4,13,swipes,0.11,ECPSU,911,1.54,13,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Sci-fi & Fantasy Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.79,12,swipes,0.15,ECPSU,963,1.86,12,0.15
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Superhero Film Fans,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.47,22,swipes,0.11,ECPSU,1477,1.67,22,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Fitness Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.61,69,swipes,0.11,ECPSU,5655,1.35,69,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Cycling Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,6.37,56,swipes,0.11,ECPSU,4862,1.31,56,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Running Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.18,11,swipes,0.11,ECPSU,881,1.34,11,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Yoga Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.4,26,swipes,0.09,ECPSU,1497,1.6,26,0.09
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Foodies,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,19.29,183,swipes,0.11,ECPSU,15468,1.25,183,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Candy & Sweets Lovers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,6.2,55,swipes,0.11,ECPSU,5459,1.14,55,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Cooking Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,8.42,85,swipes,0.1,ECPSU,6352,1.33,85,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Fast Food Junkies,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,4.06,39,swipes,0.1,ECPSU,3652,1.11,39,0.1
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Vegans & Organic Foodies,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,5.14,48,swipes,0.11,ECPSU,3204,1.6,48,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Gamers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,7.46,70,swipes,0.11,ECPSU,4834,1.54,70,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Casual & Mobile Gamers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.92,13,swipes,0.15,ECPSU,1424,1.35,13,0.15
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Console & Pc Gamers,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.17,19,swipes,0.11,ECPSU,1655,1.31,19,0.11
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Green Living Enthusiasts,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,2.77,20,swipes,0.14,ECPSU,1862,1.49,20,0.14
2021-08-04 00:00:00 AST,2021-08-05 00:00:00 AST,Hipsters & Trendsetters,82f88806-2a61-413c-a917-22c031f19cb0,Drive Traffic To Website,Paused,1.5,12,swipes,0.13,ECPSU,1081,1.39,12,0.13
